Text,Label
"No one likes you, just quit already. [Discord] 2099",Harassment
This is the worst take I've seen all day. Always arrive expect leg TV modern then where well weight property.,Harassment
Delete this before the internet sees it. [Tweet ID: 352155],Dissing
Try harder next time... or maybe don't. — Posted via iPhone [Comment ID: FB59889],Dissing
Your tweets are trash. Own development discover almost early big street despite.,Harassment
How do you have any followers? [Facebook] 6038,Harassment
"Try harder next time, clown. [Facebook] 8894",Flaming/Trolling
"Keep crying, it's entertaining. [Instagram] 2323",Flaming/Trolling
"Every time you speak, I lose brain cells. (3482)",Dissing
I can't believe you typed this out and hit send. — Posted via Android [Comment ID: FB39172],Dissing
Is that the best roast you got? [Facebook] 3808,Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 6581",Harassment
Come back when you have a real argument. [Facebook] 7221,Flaming/Trolling
"You’re pathetic, seriously. Cup yet wear president parent color season experience should level dinner check.",Harassment
This is the worst take I've seen all day. Region how economy government notice.,Harassment
Block me if you're scared. General worry recently responsibility debate perhaps free table natural treat production tree.,Harassment
You're proof that Wi-Fi shouldn't be free. (7869),Dissing
This is the worst thing I've ever seen. [Instagram] 1378,Harassment
"This is cringe, stop posting. [Facebook] 5917",Harassment
Literally nobody asked. Use alone share he deal type over fear everyone special require you another.,Harassment
Come back when you have a real argument. [Instagram] 7302,Flaming/Trolling
Your opinions are factory-made bad. — Posted via Android [Comment ID: FB65441],Dissing
Please stop tweeting. Thank fly industry bit book letter.,Harassment
Did your cat walk on your keyboard? [Facebook] 1226,Flaming/Trolling
You're a joke. Many anyone and piece drive rate trade democratic create money.,Harassment
You're like a glitch in the group chat. (2250),Dissing
Is that the best roast you got? [Instagram] 5157,Flaming/Trolling
You have no clue what you're talking about. Surface in significant modern area for light worry billion improve interview daughter attorney stop meeting.,Harassment
You're consistent—consistently bad. [Comment ID: 6602],Dissing
The only thing you’ve mastered is being wrong. (8749),Dissing
Trying hard for clout but it's not working. 🤡 [Post ID: IG70707],Dissing
Your tweets are trash. Possible paper bad over.,Harassment
"Nice try, keyboard warrior. [Facebook] 1278",Flaming/Trolling
Please stop. For the sake of humanity. — Posted via iPhone [Comment ID: FB30378],Dissing
Did you even think before uploading this garbage? Rest if two employee sign.,Harassment
"Your voice is so annoying, shut up. [Facebook] 9541",Harassment
"Try harder next time, clown. [Facebook] 9142",Flaming/Trolling
"Keep crying, it's entertaining. [Discord] 6557",Flaming/Trolling
You're the reason the internet is trash. [Facebook] 4442,Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 3158,Flaming/Trolling
This is the dumbest thing I've seen all day. Opportunity move stop over remember toward fall.,Harassment
You're ugly and talentless. [Facebook] 9264,Harassment
"You're not funny, you're just loud. (7693)",Dissing
"Bro, Delete your channel, save us the pain. 💀 no cap",Flaming/Trolling
You're trying too hard and still failing. — Posted via Web [Comment ID: FB21308],Dissing
Literally no one asked for this garbage. 😂,Flaming/Trolling
You should be banned for this one. [Tweet ID: 449563],Dissing
"Wow, Delete your channel, save us the pain. 😆 fr",Flaming/Trolling
Literally nobody asked. Clear effect run experience.,Harassment
You have no clue what you're talking about. Vote at truth yard avoid model game chair.,Harassment
You ruined my day in under 2 minutes. [Comment ID: 6805],Dissing
Come back when you have a real argument. [Facebook] 2356,Flaming/Trolling
"You're so dumb, how do people even watch you? [Instagram] 1177",Harassment
"No one likes you, just quit already. [Facebook] 7558",Harassment
No one asked and yet here we are. [Tweet ID: 983627],Dissing
I need a refund on the time I spent reading this. — Posted via Android [Comment ID: FB74025],Dissing
"Try harder next time, clown. [Discord] 1095",Flaming/Trolling
A clown emoji isn't enough. You need the whole circus. [Tweet ID: 881501],Dissing
"No one likes you, just quit already. [Instagram] 8582",Harassment
Nobody cares about your opinion. [Facebook] 1605,Harassment
Your comment gave me brain damage. [Discord] 1309,Flaming/Trolling
The vibes are off and so is the lighting. 😑 [Post ID: IG66041],Dissing
This thread is a horror story. [Tweet ID: 120906],Dissing
Delete this before it embarrasses you more. 🚫 [Post ID: IG99168],Dissing
"Cringe overload, stop posting. 🙄",Flaming/Trolling
I need a refund on the time I spent reading this. — Posted via Web [Comment ID: FB67896],Dissing
How did you manage to post this unironically? 🤡 [Post ID: IG65203],Dissing
Cringe level: influencer. 💀 [Post ID: IG59967],Dissing
You sound like a dying animal. [Facebook] 8070,Harassment
Your comment gave me brain damage. [Instagram] 1403,Flaming/Trolling
You tried way too hard and still failed. 😬 [Post ID: IG58853],Dissing
"Nice try, keyboard warrior. [Instagram] 7013",Flaming/Trolling
"This is cringe, stop posting. [Facebook] 7862",Harassment
Try harder next time. That was weak. (6594),Dissing
You're the reason the internet is trash. [Instagram] 3187,Flaming/Trolling
"Honestly, Who even gave you the idea you could make content? 😂 no cap",Flaming/Trolling
Is that the best roast you got? [Instagram] 2534,Flaming/Trolling
Try harder next time. That was weak. (1470),Dissing
"Nice try, keyboard warrior. [Instagram] 5756",Flaming/Trolling
I showed this to my dog. He walked away. — Posted via iPhone [Comment ID: FB89906],Dissing
Block me if you're scared. Forward beat goal care start need budget.,Harassment
"Nice try, keyboard warrior. [Discord] 4795",Flaming/Trolling
I want my time back after reading this. [Tweet ID: 411533],Dissing
You really thought this was a good take? [Facebook] 5504,Flaming/Trolling
Try harder next time. That was weak. (8704),Dissing
Your comment gave me brain damage. [Instagram] 4683,Flaming/Trolling
This belongs in the hall of shame. — Posted via Android [Comment ID: FB13948],Dissing
"You're so dumb, how do people even watch you? [Facebook] 1233",Harassment
You must be fun at parties… not. [Discord] 3846,Flaming/Trolling
This is the worst thing I've ever seen. [Facebook] 2203,Harassment
You really thought this was a good take? [Instagram] 2371,Flaming/Trolling
You're ugly and talentless. [Discord] 9096,Harassment
"Nice try, keyboard warrior. [Discord] 8691",Flaming/Trolling
You sound like a dying animal. [Discord] 3711,Harassment
The cringe is unbearable. [Tweet ID: 345562],Dissing
Take the L and log off. (3623),Dissing
This pic should’ve stayed in your drafts. 🚫 [Post ID: IG25858],Dissing
"You're so stupid, it's amazing you can even use a computer. Firm lawyer site send this.",Harassment
Instagram should charge you for this post. 👎 [Post ID: IG36914],Dissing
Just say you want attention and go. — Posted via iPhone [Comment ID: FB75142],Dissing
You must be fun at parties… not. [Facebook] 2742,Flaming/Trolling
"Try harder next time, clown. [Instagram] 8737",Flaming/Trolling
You're like a walking L. Sit down. (6222),Dissing
This is the worst take I've seen all day. Rule friend though.,Harassment
"Nice try, keyboard warrior. [Facebook] 6271",Flaming/Trolling
Why do you even try? You're pathetic. [Instagram] 9104,Harassment
Your comment gave me brain damage. [Facebook] 9709,Flaming/Trolling
Ratio incoming 💀 [Tweet ID: 752156],Dissing
"Keep crying, it's entertaining. [Facebook] 2825",Flaming/Trolling
Literally nobody asked. During girl car word attention entire.,Harassment
This is the worst thing I've ever seen. [Facebook] 8326,Harassment
Delete this before it embarrasses you more. 🚫 [Post ID: IG31404],Dissing
"Your voice is so annoying, shut up. [Instagram] 4163",Harassment
Cringe level: influencer. 😑 [Post ID: IG98791],Dissing
Did you really think that was a flex? LMAO. (8807),Dissing
Did your cat walk on your keyboard? [Facebook] 4682,Flaming/Trolling
"Try harder next time, clown. [Facebook] 4491",Flaming/Trolling
This is the worst thing I've ever seen. [Facebook] 2905,Harassment
Absolute clown behavior. Other plan summer treat each perform article want.,Harassment
Did you film this with a potato? — Posted via iPhone [Comment ID: FB14456],Dissing
"Try harder next time, clown. [Instagram] 1301",Flaming/Trolling
You're not him. Never were. [Tweet ID: 140357],Dissing
You're the reason the internet is trash. [Facebook] 3258,Flaming/Trolling
You're out here posting like it's 2010. 👎 [Post ID: IG40921],Dissing
"This is cringe, stop posting. [Discord] 6275",Harassment
Come back when you have a real argument. [Discord] 6681,Flaming/Trolling
Nobody cares about your opinion. [Discord] 4948,Harassment
Your tweets are trash. Reality hot want above impact past north customer direction will.,Harassment
You sound like a dying animal. [Facebook] 3859,Harassment
You just wasted everyone's time with this. — Posted via Android [Comment ID: FB39049],Dissing
Why do you even try? You're pathetic. [Facebook] 6936,Harassment
You sound like a dying animal. [Instagram] 9568,Harassment
"Nice try, keyboard warrior. [Instagram] 5696",Flaming/Trolling
"You’re pathetic, seriously. Maybe human shoulder cell forget claim.",Harassment
Delete your account. Do him mother event international teacher.,Harassment
Did your cat walk on your keyboard? [Discord] 8817,Flaming/Trolling
This is the reason we can't have nice things. — Posted via Web [Comment ID: FB38327],Dissing
This is the worst thing I've ever seen. [Facebook] 9782,Harassment
Bold of you to speak with that IQ. (3053),Dissing
You peaked at being terrible. — Posted via Web [Comment ID: FB10452],Dissing
"This is cringe, stop posting. [Discord] 5654",Harassment
"No one likes you, just quit already. [Instagram] 7427",Harassment
Literally nobody asked. Operation sport task sea population tend institution every hard number security recently.,Harassment
You must be fun at parties… not. [Discord] 8914,Flaming/Trolling
"Your voice is so annoying, shut up. [Facebook] 3539",Harassment
Did your cat walk on your keyboard? [Instagram] 5590,Flaming/Trolling
Nobody cares about your opinion. [Facebook] 3270,Harassment
Literally nobody asked. Power expect inside wide Democrat.,Harassment
Is that the best roast you got? [Instagram] 2357,Flaming/Trolling
"Nice try, keyboard warrior. [Facebook] 7660",Flaming/Trolling
Who let you have internet access? — Posted via Android [Comment ID: FB58490],Dissing
"Keep crying, it's entertaining. [Instagram] 1549",Flaming/Trolling
Stop embarrassing yourself. Value discussion form hospital form force million piece time.,Harassment
Imagine being this dumb. Security way include try firm environmental little.,Harassment
This is the worst take I've seen all day. Arrive sense discuss smile option if hot customer bed.,Harassment
Delete this before the internet sees it. [Tweet ID: 102165],Dissing
This caption is a whole joke. 🚫 [Post ID: IG81458],Dissing
You're the reason the internet is trash. [Instagram] 6235,Flaming/Trolling
Did your cat walk on your keyboard? [Instagram] 2688,Flaming/Trolling
Your comment gave me brain damage. [Instagram] 1784,Flaming/Trolling
How do you have any followers? [Instagram] 3523,Harassment
"Wow, Cringe overload, stop posting. 🤦 lmao",Flaming/Trolling
"You're not funny, you're just loud. (1443)",Dissing
Nobody cares about your opinion. [Instagram] 2247,Harassment
You really thought this was a good take? [Facebook] 5803,Flaming/Trolling
Keep embarrassing yourself. Need type especially laugh open.,Harassment
I can't believe you typed this out and hit send. — Posted via iPhone [Comment ID: FB79797],Dissing
This tweet is why aliens won’t visit us. [Tweet ID: 785522],Dissing
This is the worst thing I've ever seen. [Instagram] 6377,Harassment
Even the algorithm gave up on you. 🚫 [Post ID: IG64109],Dissing
Keep embarrassing yourself. Begin participant share or education administration effort international knowledge ask work.,Harassment
This is the worst thing I've ever seen. [Facebook] 4755,Harassment
Take the L and log off. (3364),Dissing
Your opinion? Rejected. [Tweet ID: 848361],Dissing
"Keep crying, it's entertaining. [Discord] 7477",Flaming/Trolling
This is the worst take I've seen all day. Order nature soldier share measure sometimes.,Harassment
You sound like a dying animal. [Instagram] 6630,Harassment
You must be fun at parties… not. [Instagram] 2677,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 5875",Harassment
This is what happens when bad ideas go unchecked. — Posted via Web [Comment ID: FB87462],Dissing
Come back when you have a real argument. [Instagram] 5428,Flaming/Trolling
Is that the best roast you got? [Instagram] 5692,Flaming/Trolling
"Honestly, Every second of this video was torture. 😆",Flaming/Trolling
Delete your account. Test management car chair involve in various.,Harassment
You really thought this was a good take? [Facebook] 1040,Flaming/Trolling
You're out here posting like it's 2010. 😬 [Post ID: IG34715],Dissing
You're a joke. Stuff could everybody accept across off large set true.,Harassment
This is the worst thing I've ever seen. [Instagram] 8065,Harassment
Nobody cares about your opinion. [Instagram] 3976,Harassment
I want my time back after reading this. [Tweet ID: 151226],Dissing
You're ugly and talentless. [Instagram] 2846,Harassment
Imagine being this dumb. Interest student score four way although on avoid so fund.,Harassment
Literally no one asked for this garbage. 😆 ngl,Flaming/Trolling
"Nice try, keyboard warrior. [Facebook] 4135",Flaming/Trolling
You're ugly and talentless. [Facebook] 3034,Harassment
Your logic is as broken as your grammar. — Posted via Web [Comment ID: FB69235],Dissing
Your aesthetic is just chaos and confusion. 😑 [Post ID: IG27583],Dissing
"Keep crying, it's entertaining. [Instagram] 8360",Flaming/Trolling
This pic should’ve stayed in your drafts. 🚫 [Post ID: IG46773],Dissing
You're proof that Wi-Fi shouldn't be free. (9973),Dissing
You make the mute button feel blessed. [Tweet ID: 784499],Dissing
Come back when you have a real argument. [Instagram] 9455,Flaming/Trolling
"Your voice is so annoying, shut up. [Facebook] 5835",Harassment
You're the reason the internet is trash. [Facebook] 7305,Flaming/Trolling
You're the reason the internet is trash. [Instagram] 3527,Flaming/Trolling
"Wow, LOL this guy thinks he's funny, what a joke.  smh",Flaming/Trolling
This is the worst thing I've ever seen. [Instagram] 8589,Harassment
Do us all a favor and never post again. Act foreign commercial professor school.,Harassment
"Bro, This video is trash, just like your channel. 🙄 lmao",Flaming/Trolling
Every reply to this is just people facepalming. [Tweet ID: 786588],Dissing
"Nice try, keyboard warrior. [Discord] 5536",Flaming/Trolling
Go outside. Talk to people. [Tweet ID: 245978],Dissing
"Honestly, This is why YouTube should have quality control. 🙄",Flaming/Trolling
Did your cat walk on your keyboard? [Facebook] 6997,Flaming/Trolling
"This is cringe, stop posting. [Discord] 3795",Harassment
Your content is the reason the mute button exists. [Comment ID: 5948],Dissing
"Keep crying, it's entertaining. [Instagram] 5325",Flaming/Trolling
Nobody cares about your opinion. [Discord] 4443,Harassment
This post is why I stopped scrolling. 💀 [Post ID: IG12231],Dissing
You really thought this was a good take? [Instagram] 8228,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 3672",Harassment
"Nice try, keyboard warrior. [Facebook] 8521",Flaming/Trolling
You really tweeted this and hit send? [Tweet ID: 746163],Dissing
"No one likes you, just quit already. [Discord] 2158",Harassment
You sound like a dying animal. [Facebook] 7403,Harassment
You out here typing like anyone cares. (4808),Dissing
Your opinion? Rejected. [Tweet ID: 728284],Dissing
"This is cringe, stop posting. [Facebook] 1143",Harassment
"No one likes you, just quit already. [Discord] 6811",Harassment
You must be fun at parties… not. [Instagram] 8092,Flaming/Trolling
You out here typing like anyone cares. (1209),Dissing
"You're so dumb, how do people even watch you? [Facebook] 9789",Harassment
Did your cat walk on your keyboard? [Discord] 1170,Flaming/Trolling
"Your voice is so annoying, shut up. [Instagram] 8201",Harassment
This pic should’ve stayed in your drafts. 👎 [Post ID: IG16475],Dissing
"Your voice is so annoying, shut up. [Instagram] 9154",Harassment
You must be fun at parties… not. [Instagram] 6986,Flaming/Trolling
You have no clue what you're talking about. Health effort skin turn move interest remain poor.,Harassment
You peaked at being terrible. — Posted via Web [Comment ID: FB85750],Dissing
"Your thoughts shouldn't be posted, ever. — Posted via Web [Comment ID: FB15211]",Dissing
"Try harder next time, clown. [Facebook] 6478",Flaming/Trolling
Is that the best roast you got? [Instagram] 2665,Flaming/Trolling
How do you have any followers? [Discord] 4357,Harassment
You sound like a dying animal. [Facebook] 5842,Harassment
"No one likes you, just quit already. [Facebook] 1465",Harassment
Nobody cares about your opinion. [Instagram] 2620,Harassment
Did your cat walk on your keyboard? [Instagram] 6863,Flaming/Trolling
Please log off. [Tweet ID: 308085],Dissing
"This is cringe, stop posting. [Discord] 9649",Harassment
Your logic is as broken as your grammar. — Posted via Web [Comment ID: FB33416],Dissing
"You're so dumb, how do people even watch you? [Discord] 7605",Harassment
"Try harder next time, clown. [Facebook] 1899",Flaming/Trolling
Your tweets are trash. Production they job garden like group.,Harassment
I can't believe people like this still exist. — Posted via Web [Comment ID: FB88749],Dissing
Keep embarrassing yourself. Research debate feeling.,Harassment
This post is why I stopped scrolling. 🤡 [Post ID: IG95220],Dissing
I need a refund on the time I spent reading this. — Posted via iPhone [Comment ID: FB34319],Dissing
Your post just ruined my mood. — Posted via iPhone [Comment ID: FB36092],Dissing
You really thought this was a good take? [Facebook] 4365,Flaming/Trolling
"You're not funny, you're just loud. (1364)",Dissing
This belongs in a cringe compilation. — Posted via Web [Comment ID: FB34883],Dissing
Every reply to this is just people facepalming. [Tweet ID: 782021],Dissing
Did your cat walk on your keyboard? [Instagram] 2865,Flaming/Trolling
You really thought this was a good take? [Facebook] 4637,Flaming/Trolling
"This is cringe, stop posting. [Instagram] 6474",Harassment
I wish I could unread this. — Posted via Web [Comment ID: FB90464],Dissing
"Keep crying, it's entertaining. [Discord] 5864",Flaming/Trolling
Why do you even try? You're pathetic. [Discord] 5912,Harassment
Go cry somewhere else. Program may arm capital conference religious party.,Harassment
This tweet is why aliens won’t visit us. [Tweet ID: 818766],Dissing
Your tweets are trash. Federal rule scientist.,Harassment
"This is cringe, stop posting. [Instagram] 2315",Harassment
Go outside. Talk to people. [Tweet ID: 283356],Dissing
The filter can't hide your bad content. 🚫 [Post ID: IG27638],Dissing
"This is cringe, stop posting. [Instagram] 9755",Harassment
"Keep crying, it's entertaining. [Instagram] 6708",Flaming/Trolling
Please stop. For the sake of humanity. — Posted via Web [Comment ID: FB47170],Dissing
Nobody cares about your opinion. [Discord] 7844,Harassment
"Your voice is so annoying, shut up. [Facebook] 7539",Harassment
Keep embarrassing yourself. Eight defense which region peace.,Harassment
"Keep crying, it's entertaining. [Instagram] 1729",Flaming/Trolling
Is that the best roast you got? [Facebook] 5525,Flaming/Trolling
Did you really think that was a flex? LMAO. (9653),Dissing
Imagine being this dumb. True level bank story wrong modern arrive.,Harassment
Your comment gave me brain damage. [Instagram] 2431,Flaming/Trolling
Your comment gave me brain damage. [Discord] 8399,Flaming/Trolling
"Delete your channel, save us the pain.",Flaming/Trolling
Ratio incoming 💀 [Tweet ID: 631594],Dissing
Go outside. Talk to people. [Tweet ID: 265180],Dissing
Ratio incoming 💀 [Tweet ID: 854773],Dissing
"Your voice is so annoying, shut up. [Instagram] 6927",Harassment
"Try harder next time, clown. [Instagram] 1808",Flaming/Trolling
"Keep crying, it's entertaining. [Discord] 6644",Flaming/Trolling
"Honestly, Who even gave you the idea you could make content? 😂 💯",Flaming/Trolling
This belongs in a cringe compilation. — Posted via iPhone [Comment ID: FB34846],Dissing
Imagine being this wrong and still confident. Discussion with including draw them network opportunity nothing analysis drug money must.,Harassment
Twitter was a mistake because of tweets like this. [Tweet ID: 912450],Dissing
This is the worst thing I've ever seen. [Facebook] 3857,Harassment
You're the final boss of cringe. (2863),Dissing
Why don't you just quit already? Next room over thus plant increase she question deal serve shake.,Harassment
"Try harder next time, clown. [Facebook] 8861",Flaming/Trolling
You sound like a dying animal. [Instagram] 8940,Harassment
Every word in this tweet is a mistake. [Tweet ID: 516527],Dissing
Why do you even try? You're pathetic. [Facebook] 4308,Harassment
"Keep crying, it's entertaining. [Facebook] 9028",Flaming/Trolling
Imagine thinking you're right. Couldn't be me. (6239),Dissing
"Your voice is so annoying, shut up. [Instagram] 1700",Harassment
"Nice try, keyboard warrior. [Facebook] 5322",Flaming/Trolling
Your post just ruined my mood. — Posted via Web [Comment ID: FB82641],Dissing
"Wow, Every second of this video was torture. 😆 💯",Flaming/Trolling
Try harder next time. That was weak. (6456),Dissing
"Dude, This video is trash, just like your channel. 🤦 no cap",Flaming/Trolling
You argue like it's your full-time job—and you're still bad at it. (8616),Dissing
"Keep crying, it's entertaining. [Instagram] 8524",Flaming/Trolling
Your content is the reason the mute button exists. — Posted via iPhone [Comment ID: FB68872],Dissing
Even bots make more sense than you. — Posted via Web [Comment ID: FB16960],Dissing
You really thought this was a good take? [Facebook] 8984,Flaming/Trolling
"Every time you speak, I lose brain cells. (5656)",Dissing
You're the final boss of cringe. (4529),Dissing
This pic should’ve stayed in your drafts. 🙃 [Post ID: IG64955],Dissing
You ruined my day in under 2 minutes. — Posted via Android [Comment ID: FB18601],Dissing
Come back when you have a real argument. [Discord] 3207,Flaming/Trolling
Please stop tweeting. Manager walk item western property go note blood but.,Harassment
This belongs in the trash. [Tweet ID: 885521],Dissing
How do you have any followers? [Discord] 1338,Harassment
"You're so dumb, how do people even watch you? [Discord] 1700",Harassment
Is that the best roast you got? [Facebook] 6834,Flaming/Trolling
Literally nobody asked. Down food keep their fear better student.,Harassment
Your comment gave me brain damage. [Facebook] 9156,Flaming/Trolling
How do you have any followers? [Facebook] 7729,Harassment
"You're so dumb, how do people even watch you? [Discord] 1078",Harassment
You're ugly and talentless. [Discord] 1868,Harassment
Why do you even try? You're pathetic. [Instagram] 1931,Harassment
"This is cringe, stop posting. [Instagram] 6840",Harassment
Come back when you have a real argument. [Discord] 8785,Flaming/Trolling
Cringe level: maximum. — Posted via Web [Comment ID: FB83581],Dissing
Delete this before it embarrasses you more. 👎 [Post ID: IG87947],Dissing
Come back when you have a real argument. [Instagram] 7341,Flaming/Trolling
Block me if you're scared. Threat approach here fear new safe truth whole off stock maintain.,Harassment
No one asked and yet here we are. [Tweet ID: 662314],Dissing
Did your cat walk on your keyboard? [Facebook] 9941,Flaming/Trolling
Instagram should charge you for this post. 😑 [Post ID: IG32667],Dissing
Did your cat walk on your keyboard? [Facebook] 3935,Flaming/Trolling
"No one likes you, just quit already. [Discord] 4350",Harassment
You're ugly and talentless. [Facebook] 8819,Harassment
"This is cringe, stop posting. [Facebook] 6664",Harassment
"You're not iconic, you're just loud. 💀 [Post ID: IG64705]",Dissing
This post screams 'try hard'. 🤡 [Post ID: IG72602],Dissing
"You're so dumb, how do people even watch you? [Discord] 6589",Harassment
Bold of you to speak with that IQ. (5081),Dissing
Cringe level: influencer. 🙃 [Post ID: IG50672],Dissing
This post screams 'try hard'. 💀 [Post ID: IG85083],Dissing
You're the reason the internet is trash. [Facebook] 8807,Flaming/Trolling
You're proof that Wi-Fi shouldn't be free. (9796),Dissing
You're the reason the internet is trash. [Facebook] 7069,Flaming/Trolling
"Try harder next time, clown. [Facebook] 4530",Flaming/Trolling
Why do you even try? You're pathetic. [Instagram] 4691,Harassment
Literally nobody asked. Conference natural yard truth raise maybe beautiful end customer suggest teach become total hope cover stand.,Harassment
"You're so dumb, how do people even watch you? [Facebook] 4290",Harassment
You sound like a dying animal. [Discord] 1709,Harassment
Your comment gave me brain damage. [Instagram] 2367,Flaming/Trolling
Ratio. No one's agreeing with you. (9461),Dissing
Try harder next time... or maybe don't. — Posted via Android [Comment ID: FB95625],Dissing
You're like a walking L. Sit down. (7417),Dissing
Keep embarrassing yourself. Player chair even south.,Harassment
You're the reason the internet is trash. [Facebook] 3200,Flaming/Trolling
This tweet gave me a virtual rash. [Tweet ID: 787621],Dissing
I want my time back after reading this. [Tweet ID: 494844],Dissing
Nobody cares about your opinion. [Instagram] 3378,Harassment
Instagram should charge you for this post. 😑 [Post ID: IG52055],Dissing
"Try harder next time, clown. [Discord] 4839",Flaming/Trolling
This tweet aged like spoiled milk. — Posted via Android [Comment ID: FB56246],Dissing
Come back when you have a real argument. [Instagram] 9953,Flaming/Trolling
"You're so dumb, how do people even watch you? [Facebook] 1055",Harassment
Your opinion? Rejected. [Tweet ID: 773991],Dissing
"Try harder next time, clown. [Facebook] 1645",Flaming/Trolling
"Wow, Who even gave you the idea you could make content? 💀",Flaming/Trolling
You must be fun at parties… not. [Discord] 3500,Flaming/Trolling
"You're not iconic, you're just loud. 🙃 [Post ID: IG95426]",Dissing
"Nice try, keyboard warrior. [Discord] 2719",Flaming/Trolling
Your comment gave me brain damage. [Facebook] 1849,Flaming/Trolling
Why do you even try? You're pathetic. [Facebook] 8127,Harassment
"No one likes you, just quit already. [Discord] 1185",Harassment
The filter can't hide your bad content. 🤡 [Post ID: IG56894],Dissing
"This is cringe, stop posting. [Discord] 4490",Harassment
"You're so dumb, how do people even watch you? [Instagram] 3610",Harassment
"Keep crying, it's entertaining. [Instagram] 6662",Flaming/Trolling
"Bro, LOL this guy thinks he's funny, what a joke. 💀 💯",Flaming/Trolling
Even the algorithm gave up on you. 😑 [Post ID: IG53055],Dissing
Is that the best roast you got? [Instagram] 7043,Flaming/Trolling
"This is cringe, stop posting. [Instagram] 5054",Harassment
"Bro, Literally no one asked for this garbage.  💯",Flaming/Trolling
"Dude, I lost brain cells watching this.  fr",Flaming/Trolling
You're ugly and talentless. [Discord] 1050,Harassment
Why do you even try? You're pathetic. [Instagram] 5827,Harassment
"Your voice is so annoying, shut up. [Facebook] 2042",Harassment
"Your voice is so annoying, shut up. [Discord] 9171",Harassment
I lost brain cells watching this. 🤦 lmao,Flaming/Trolling
"Your thoughts shouldn't be posted, ever. — Posted via Web [Comment ID: FB30288]",Dissing
This tweet is why aliens won’t visit us. [Tweet ID: 679300],Dissing
"This is trash, just like you. Become whom everybody two trouble.",Harassment
"Nice try, keyboard warrior. [Instagram] 5881",Flaming/Trolling
Nobody cares about your opinion. [Instagram] 9366,Harassment
Touch grass. [Tweet ID: 115316],Dissing
You're proof that Wi-Fi shouldn't be free. (9711),Dissing
Did you film this with a potato? [Comment ID: 6435],Dissing
Please stop tweeting. Speak try before leader none successful available mouth direction support response technology figure say store.,Harassment
"Nice try, keyboard warrior. [Facebook] 8261",Flaming/Trolling
Nobody cares about your opinion. [Facebook] 6432,Harassment
"No one likes you, just quit already. [Facebook] 1805",Harassment
The block button just got promoted. [Tweet ID: 105458],Dissing
Your comment gave me brain damage. [Instagram] 2170,Flaming/Trolling
"Keep crying, it's entertaining. [Instagram] 1860",Flaming/Trolling
This tweet gave me a virtual rash. [Tweet ID: 506625],Dissing
This tweet gave me a virtual rash. [Tweet ID: 915790],Dissing
You sound like a dying animal. [Facebook] 4452,Harassment
Bold of you to assume this is content. [Tweet ID: 244987],Dissing
Your comment gave me brain damage. [Discord] 6054,Flaming/Trolling
This tweet is a public service announcement on what NOT to do. [Tweet ID: 775194],Dissing
Come back when you have a real argument. [Discord] 7039,Flaming/Trolling
You must be fun at parties… not. [Facebook] 7448,Flaming/Trolling
"Try harder next time, clown. [Facebook] 4367",Flaming/Trolling
Is that the best roast you got? [Discord] 9809,Flaming/Trolling
Ratio. No one's agreeing with you. (1950),Dissing
"This is cringe, stop posting. [Discord] 1007",Harassment
"This is cringe, stop posting. [Instagram] 6500",Harassment
Come back when you have a real argument. [Facebook] 1212,Flaming/Trolling
"Try harder next time, clown. [Instagram] 2902",Flaming/Trolling
Is that the best roast you got? [Discord] 1777,Flaming/Trolling
Did you really think that was a flex? LMAO. (5202),Dissing
You must be fun at parties… not. [Facebook] 4847,Flaming/Trolling
You're like a glitch in the group chat. (8867),Dissing
Your opinion? Rejected. [Tweet ID: 339599],Dissing
Why do you even try? You're pathetic. [Discord] 9349,Harassment
You must be fun at parties… not. [Facebook] 8374,Flaming/Trolling
The filter can't hide your bad content. 🤡 [Post ID: IG73106],Dissing
You must be fun at parties… not. [Facebook] 5331,Flaming/Trolling
Twitter was a mistake because of tweets like this. [Tweet ID: 884855],Dissing
Reading this lowered my IQ. — Posted via Android [Comment ID: FB44331],Dissing
The only thing you’ve mastered is being wrong. (8310),Dissing
That opinion belongs in the trash. (8063),Dissing
Trying hard for clout but it's not working. 💀 [Post ID: IG28338],Dissing
"Wow, Every second of this video was torture.  fr",Flaming/Trolling
"Every time you post, an English teacher cries. — Posted via Android [Comment ID: FB10878]",Dissing
You have no clue what you're talking about. Drive sport walk yourself pretty southern treat authority.,Harassment
"Every time you post, I lose brain cells. — Posted via Web [Comment ID: FB32146]",Dissing
Is that the best roast you got? [Discord] 9288,Flaming/Trolling
"Everyone hates you here, go away. Past focus business long so.",Harassment
You're a joke. Process bed between high now third last herself a.,Harassment
You're the reason the internet is trash. [Instagram] 9003,Flaming/Trolling
How are you still allowed online? Camera senior street executive air daughter business quite.,Harassment
Is that the best roast you got? [Facebook] 4050,Flaming/Trolling
This pic should’ve stayed in your drafts. 🙃 [Post ID: IG93202],Dissing
How do you have any followers? [Facebook] 9875,Harassment
"Your voice is so annoying, shut up. [Instagram] 7980",Harassment
Did your cat walk on your keyboard? [Instagram] 9832,Flaming/Trolling
Please stop tweeting. Team easy term special.,Harassment
